https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NGC,Volume USDT
1643500800,2022-01-30 00:00:00,NGC/USDT,0.6574,0.6625,0.61,0.6157,36006.56882816,22790.19952509452
1643414400,2022-01-29 00:00:00,NGC/USDT,0.642,0.6639,0.6311,0.6574,69227.98405007,44838.488788406615
1643328000,2022-01-28 00:00:00,NGC/USDT,0.6069,0.6481,0.5319,0.642,142881.37258873,83997.122701443322
1643241600,2022-01-27 00:00:00,NGC/USDT,0.5899,0.6162,0.5809,0.61,45099.94168339,27106.881369486498
1643155200,2022-01-26 00:00:00,NGC/USDT,0.5725,0.617,0.5721,0.5928,122787.3910561,73449.351690992172
1643068800,2022-01-25 00:00:00,NGC/USDT,0.6191,0.65,0.5693,0.5721,168242.64587671,103864.142965092799
1642982400,2022-01-24 00:00:00,NGC/USDT,0.5954,0.6338,0.4988,0.6214,365523.39693485,207285.309344017693
1642896000,2022-01-23 00:00:00,NGC/USDT,0.6429,0.8999,0.55,0.5954,1497054.62165635,1096380.89986751485
1642809600,2022-01-22 00:00:00,NGC/USDT,0.4371,0.8572,0.3726,0.6467,1596870.70795538,1020179.290283477899
1642723200,2022-01-21 00:00:00,NGC/USDT,0.5544,0.5647,0.416,0.4371,301383.76570479,147798.630739727465
1642636800,2022-01-20 00:00:00,NGC/USDT,0.6342,0.637,0.5536,0.5544,312260.25658127,187360.700360018216
1642550400,2022-01-19 00:00:00,NGC/USDT,0.6809,0.6855,0.6214,0.6341,184667.62334547,119379.867058510822
1642464000,2022-01-18 00:00:00,NGC/USDT,0.7422,0.7432,0.6808,0.6831,167750.4158142,119121.39631841657
1642377600,2022-01-17 00:00:00,NGC/USDT,0.7855,0.786,0.7388,0.7432,85559.86914124,65018.850954646247
1642291200,2022-01-16 00:00:00,NGC/USDT,0.7907,0.7908,0.7556,0.7895,61375.16087065,47615.501099997835
1642204800,2022-01-15 00:00:00,NGC/USDT,0.8242,0.8253,0.7906,0.7934,83394.67018388,67029.173248456065
1642118400,2022-01-14 00:00:00,NGC/USDT,0.7907,0.8791,0.7795,0.8281,191078.73147033,158754.104079741621
1642032000,2022-01-13 00:00:00,NGC/USDT,0.8266,0.8266,0.784,0.7933,135856.34789024,109371.694053788386
1641945600,2022-01-12 00:00:00,NGC/USDT,0.8068,0.8788,0.8,0.8266,164063.5577879,136730.46539597466
1641859200,2022-01-11 00:00:00,NGC/USDT,0.785,0.8416,0.741,0.803,240710.65111846,190708.654854339197
1641772800,2022-01-10 00:00:00,NGC/USDT,0.9159,0.9486,0.7205,0.785,445914.26387969,364727.230619497847
1641686400,2022-01-09 00:00:00,NGC/USDT,0.8909,1.0154,0.7499,0.9119,560152.36459137,490817.221364751215
1641600000,2022-01-08 00:00:00,NGC/USDT,0.9199,0.9438,0.8662,0.8909,225454.13166299,203824.04839569322
1641513600,2022-01-07 00:00:00,NGC/USDT,1.0503,1.166,0.88,0.924,697833.67479761,686361.131387246654
1641427200,2022-01-06 00:00:00,NGC/USDT,1.1589,1.2009,1.0211,1.0503,361938.84288801,397147.944252261632
1641340800,2022-01-05 00:00:00,NGC/USDT,1.3991,1.4013,1.0926,1.1589,391662.39542946,489328.053664841708
1641254400,2022-01-04 00:00:00,NGC/USDT,1.3709,1.5098,1.25,1.3991,487318.25247258,684690.885568991898
1641168000,2022-01-03 00:00:00,NGC/USDT,1.344,1.493,1.11,1.3709,593145.58359134,798634.480154546767
1641081600,2022-01-02 00:00:00,NGC/USDT,1.645,1.645,1.275,1.344,659281.57182715,965931.166376342193
1640995200,2022-01-01 00:00:00,NGC/USDT,2.2008,2.2008,1.6112,1.6448,626906.35757254,1162244.48808707641
1640908800,2021-12-31 00:00:00,NGC/USDT,1.8425,2.2008,1.6031,2.2008,1377151.61462474,2617242.899362516717
1640822400,2021-12-30 00:00:00,NGC/USDT,1.5369,2.3478,1.4404,1.835,4124308.11880432,8177545.545087495087
1640736000,2021-12-29 00:00:00,NGC/USDT,1.3207,1.6,1.24,1.5369,1744262.82153868,2515211.729965107091
1640649600,2021-12-28 00:00:00,NGC/USDT,1.2193,1.4662,1.1451,1.3185,1244982.02724605,1592279.388121779894
